"V1" "V2"
"51730" -6.25868786286845 -8.6726398546616
"139464" -10.9952091290131 -4.32158672290679
"67011" 1.42937506831497 -5.79997699725623
"137582" 0.948309018323133 -4.9269381872911
"184417" 5.29910141290483 3.58054831417729
"49347" 12.9144030479905 14.4623950709218
"54976" 8.48925427351388 11.1515758756793
"189485" 10.0015083891965 8.34175185858029
"46048" 3.16024641247952 -5.40231866625923
"66993" -12.8397376594127 -2.05015002881241
"95114" 3.3691167722916 -3.66032677318175
"98399" -13.3947157226897 4.72207811069794
"54627" 10.3266142190452 3.06641101097035
"178283" 9.8442165436663 -0.27824548187258
"139961" -4.33565853304149 -3.31374220410103
"67688" 6.63172107977014 0.990438783172514
"124140" 6.34462075063811 -6.16690926579018
"127332" -3.55068163350593 6.33463545728074
"9741" -1.57575324579276 7.36795226429114
"137115" -3.88339147873334 7.76633320964715
"145934" -12.5619078263262 8.70500747186693
"80615" 0.311187094071977 -5.14035582120022
"186614" 7.1163255454521 3.55517935369186
"175213" -3.90512249832058 4.72486332552966
"138428" -2.62860873724612 2.67238788337063
"34772" -8.20871397023341 8.47196994670653
"131188" -12.4760309493614 6.78344384924239
"104419" -16.4109275129274 -4.56388562198403
"24275" -2.94767812404564 7.7231047388721
"43975" 11.5872344748301 -0.123990848928839
"118398" -5.66402493855177 4.19286808148152
"161227" 8.14662746509176 5.77071707439577
"90183" -2.01248239779604 -4.01285574884368
"159683" -9.99774102062793 -5.67510534210963
"169668" -3.97175862292111 0.930393313846297
"102996" 9.76226798234256 -1.1832570807486
"1593" -4.34076255737448 -10.4569922116399
"122107" 14.3186243783502 3.69480431243667
"74704" -1.66941264820904 -2.90245233480298
"35539" -12.2907606134745 7.9391271939997
"42386" -11.2500046880708 -6.00497512324417
"122987" 0.497701426226934 2.18731441223856
"171349" -12.1730773764568 6.59045578657258
"12485" 16.5273912786855 9.77966976807917
"48898" -6.9808122057226 2.74754990817754
"59147" -3.60824319922549 -7.09470940580198
"171790" -5.27654185671195 7.53990973957575
"163764" 2.20233124503242 -2.08078173732576
"26106" 8.61770404407896 1.75041571150116
"97026" -2.6224255778651 -6.16421785286594
"142545" -8.7724342507552 7.68580077499557
"160561" 7.219548656527 -4.52305584997743
"5292" -6.75856054414767 10.7270445214497
"26615" 13.5272208596862 6.27325437980868
"149641" -3.17183214128895 7.42337361433244
"174421" 3.4110790049068 5.77756493670298
"18685" 14.2695584313967 4.7156120645923
"31959" -15.7726761743064 0.509951711282768
"108401" 3.3928784733456 -5.05042876132676
"150867" 5.16098612588241 -4.93858634514946
"84038" -7.44710037524909 -5.56200934724196
"179146" 2.97245552203415 6.74590349692417
"78613" 3.10909955308201 -5.57935157115911
"39704" -11.0817219563065 -5.55151016975726
"64680" -5.36681721389687 2.0058261419643
"135108" -0.315810433820635 -2.91976595751748
"60790" 13.8149444248495 7.88074615611882
"191349" 10.5844724947312 4.27975323443132
"96456" 0.968255789632381 3.96154699545988
"106040" -11.2218949307336 2.37642466355687
"80405" 2.50829667354994 -5.48199624657899
"113797" -4.10376864043642 10.7285092573486
"66450" -11.4657560772348 10.6664621334509
"25454" 5.80876076565743 -1.56509048345084
"160845" 2.33321915084593 7.1027887711871
"37624" 13.9719432812862 2.21499699140726
"133212" -0.0343441818601342 9.97701470331465
"126119" 8.56293698350659 -3.15715217228371
"4379" 2.7940014797425 7.07942496726075
"24410" 10.5292423933687 8.48864141173656
"69359" 7.14444475193129 0.924663407124957
"12560" 10.0284385210423 2.41484147734041
"49660" -4.13518877797389 8.06271400204464
"95498" 4.19736982554603 -5.28217061751956
"173873" 3.18782669793305 -1.11827031117815
"154947" -13.8380079123902 -6.77842758980526
"73474" -13.5548206561482 5.29317963604769
"40891" -10.1626830680407 5.18655094038205
"89923" 13.8017985360432 3.31801082890728
"190235" 17.8046514093656 5.50931285291455
"52231" 1.91239222409418 -5.22482621981994
"84259" -2.14826848394046 -5.17270211479817
"179903" 1.16557916143831 -1.66475254635377
"132595" 1.98108499539438 12.1204204631796
"98953" 2.89658524383919 6.50798547573014
"64252" -3.42512151214793 -0.952500044915671
"108199" -3.9596815947694 9.91289764917248
"185251" -2.59271493429059 -0.827371769672361
"117638" 10.8024417587448 6.27500507693469
"41354" 10.9887689632174 4.31806557403974
"169694" -7.43598259896537 1.88325955163553
"91418" -7.82074207883081 -7.41630293895885
"168739" -0.375361910510204 2.55841574698475
"113763" -3.51341695230249 -0.6453324734391
"180201" 10.7852163551579 4.11930046352974
"92141" -5.28471038834031 5.02830718570759
"53815" 5.86990173891925 7.67367339422558
"109959" -1.91908785525163 5.23546265831215
"171094" 12.2642333465668 8.16709412243416
"82795" -15.6050739546174 3.73532411957218
"43123" -7.52336752914005 -2.52667150262055
"47100" 7.50894852879467 -0.572557220653996
"43877" -5.92935099446995 -0.568959571790588
"86380" -6.3553595475739 -7.14720678191603
"189611" 0.0758294407144187 -4.07064186436004
"97692" 0.802063422359185 10.6220288998722
"156595" -2.72152222920308 -1.04885968546455
"151827" 14.332367027088 11.9323481725078
"71215" -0.655742960556321 -6.77815103248396
"101661" 3.2757945972074 -4.5123880670192
"184714" -3.09600731096118 -1.79515547888711
"173946" -14.8399460400785 -4.98396205063109
"121684" -4.78892890187906 -7.35588192255298
"150693" 8.74099477392003 10.1084903910669
"178125" 1.57183302589449 -5.65784806431376
"12162" -13.0379531702704 -5.96097167850715
"90413" -6.17470083803083 -3.64137403811178
"173579" -0.716873430688665 -3.50362603782372
"61132" 2.36838167470424 -4.82577280820396
"21506" 2.75556812461293 -4.03423510346896
"94276" -1.34155344785969 -5.23956534685575
"144842" -4.88907538161125 5.27050243391294
"92009" 14.6471004802637 2.65054003886713
"31504" -5.35168427744716 3.07190578494847
"174728" -12.8845528770773 -4.94714868606275
"151582" -3.93508499618538 -2.56716131734736
"105600" -1.45274597914354 10.0705679086233
"182892" 1.39593491526696 -5.22314675259369
"106158" 3.05278920505559 8.86236030199803
"127326" 6.17042624279551 3.17576174896235
"160938" -1.78239544991434 0.90887199688853
"44444" -2.04682479595822 1.7727892192797
"1536" -4.86548661032973 0.480561728631067
"15625" 8.22774153430866 4.39868111225556
"193768" 5.50768103598704 4.95934668219608
"168571" 1.07975628566888 -4.55228838156271
"14844" -2.03473929938494 -0.861387835160972
"50561" 4.50940815032019 -3.55498679977814
"83977" -0.162149072970925 0.770409518407203
"95551" 18.9009917906524 8.29548356666089
"146180" -3.19978117001516 3.81414310307655
"92518" 0.931067197845539 15.0516355371721
"186872" 0.454318767511137 -5.23410860130382
"96433" 16.1492490579688 14.6862746054607
"145722" 12.3120152682014 7.83787640567463
"6249" 17.6469994492529 6.16598850967423
"154239" 12.1719493436466 3.31389241095751
"171781" -12.3437200542166 -4.67837515175614
"31130" 2.90194179257665 -0.821698601072899
"24402" 2.98826574111802 -0.819525347630915
"51334" -12.7457019354756 4.40570284314495
"79177" 2.9511493653079 6.72506033899498
"137440" 6.75983136505495 8.76974855100998
"90154" 17.6207317826551 7.8053647211566
"56893" 6.65659091067106 8.65852253692955
"40669" -16.3100637117016 8.11424756360209
"169162" -4.14834161658031 3.16423925411818
"20138" -11.1045712746993 -3.34057665098235
"178389" -0.160940623750182 -6.7724469137759
"46808" -13.3840493088104 7.01342327587544
"108581" -14.9307084350922 5.57228928897526
"112950" 4.59691816574157 6.32912725533206
"18083" 5.72657892316856 -5.97608049982174
"144134" 1.17620341665232 -0.0832611235373183
"80088" 11.7374128809152 2.91991601064886
"104641" -4.71357460947073 -3.81594901788567
"80044" -4.18111074911422 -4.69081357495082
"139171" -12.9324630076104 -9.79760338341006
"168784" -2.14714184567598 -2.28318502368303
"10658" 7.36160966809234 1.78323952271297
"93531" 13.4149843355835 4.21790849528615
"8747" -3.32843468436196 -6.0434205559452
"8700" -1.09457506739567 9.57460304465577
"95060" 5.12009318300918 0.460124549422265
"127287" -0.868406654663205 -4.30123994301983
"122118" 0.778773529021681 -0.3760321513493
"138718" 0.44511988188273 7.27130888483302
"183782" -1.23290353883093 -7.57491275225922
"139500" -18.0060130151779 3.55717634063533
"165658" 1.0855856714065 12.1287200453121
"145054" -1.30165683768446 5.39562784329112
"13199" 7.14056111268572 3.38362302991453
"22096" -7.24686142088318 -10.3289238686789
"70843" -5.82040037805834 4.68210703469814
"91959" -2.74709414355256 -5.4886637375374
"111338" -6.55856947876485 1.7139627181028
"179017" 1.83374723894533 -4.91518094536213
"87662" 1.29796553175661 -7.0270421923092
"6498" -3.56447132919809 -8.36393718672864
"34322" 7.66625331029454 -3.45495477643376
"3567" -12.8988708255596 -3.19710904515845
"118251" 6.5615154215178 0.87535238115959
"188579" 3.90463414359856 0.0283226196393944
"178033" -1.80836410623702 -0.717840142927842
"175948" 14.2386319478054 2.92924665438735
"185211" -1.42430429635596 10.7871732384609
"193016" 9.49044788921939 10.7363240443733
"177252" 10.9150599127437 10.8727664469664
"85977" 13.6742919350893 12.2623902901651
"14198" 14.3601082081568 1.65427368992001
"180971" -8.96909440991095 -0.887790838555409
"10120" -0.936750051827071 -1.37682960553188
"181564" 1.74370985649072 10.2866575278604
"32892" -2.2004676798932 2.71492846380253
"37511" 10.8455026428485 7.95114785494906
"52188" 16.1823575572463 9.8960160019343
"5972" -7.98326789194218 -0.816141355793419
"21417" -6.16651656372449 -3.8193935213335
"113010" 8.78729515230441 4.09341023820877
"86918" -3.37146411299691 -0.825572224687778
"153318" 0.781777269553337 -2.35722805626206
"23684" 14.0144442189139 10.3802863950884
"63003" -3.73121266628558 -1.23652079540481
"49156" -2.21836284713197 7.82912227003803
"40375" -1.84267123345819 10.5851555633775
"14202" 11.6895840144102 0.837464459502594
"33043" 17.9811003694707 4.76339392417359
"167513" 13.2053899162993 11.3900848300368
"92540" -13.1043997870723 -1.9744679359868
"134667" 13.4350513114077 2.75262881050172
"171760" -9.90498771971932 -9.6790687867347
"45900" -15.8958844830581 -3.56891550176201
"29095" -2.62354847019764 4.39604616759783
"179408" 16.2621947280131 5.26690286739324
"139165" -5.08321971679276 -3.28444624498847
"168289" 1.58270459718685 -1.2722124546169
"163039" -5.67313829752607 -1.48829376228837
"139681" 13.5407127447075 5.22270265660045
"97267" -3.98074040793533 -0.330058947904089
"52131" 3.55651382944774 -3.25240733024938
"171724" -17.3071359123783 7.19122518297561
"20894" -3.09820798060002 11.1468827430419
"177546" 7.5626633708851 3.91894766202483
"168678" 7.90428248945323 10.1600342072382
"161919" 1.58520859610995 3.38663799502545
"160163" 1.62746080746688 -4.28440840194286
"44817" -2.90067836795168 -7.57058023022817
"78632" 6.5446096581526 10.7838867709313
"122726" 7.7872008889455 -2.84801245616219
"141386" 16.2520743297431 12.0621924304715
"108019" 4.64976917322832 -5.00232175704349
"185473" 0.169340897563447 -1.88264589050345
"57079" -3.41512036900614 -4.59175643229048
"90039" 5.56364377035919 8.76600471987508
"24850" 13.8873758946882 10.7514221919313
"191811" -3.66287700363233 -0.784665447035503
"7533" 1.77193310210271 -5.43183825117724
"86326" 8.05654030324214 2.99567979753764
"76349" 3.43134164935973 -5.89646718025616
"139611" -1.84370577525694 -2.13672558131016
"108992" 19.0572060015005 11.6510744747155
"29698" -11.9380000308799 1.10828069475074
"110429" -11.7878824629736 -1.02642199917547
"95919" -6.36202659756363 -8.57522837159812
"9863" 10.9196974639898 5.26881098023995
"3807" 11.8594664245417 4.72329795231279
"49363" -6.87406331747494 -4.5936085940774
"68404" 5.03556123763712 0.178281531299361
"145426" 6.30780741369732 -1.707631021399
"92385" -0.315735767340723 -3.31964789112234
"88485" 4.54686133389638 -2.04967346994061
"59835" -15.2589229124611 -2.90666713136024
"37466" 6.90287430298964 10.8959873261356
"151226" -4.48459696102605 4.74467424224259
"4196" -10.629601351911 5.46063598810327
"54618" 1.72580403862796 -5.25416013265728
"59002" 13.3927609306221 6.58331877834373
"185206" -1.26392131617205 0.870079154826867
"111902" -2.31813406535335 -0.162178934911009
"94277" -5.37347785923508 -4.56798214111016
"167831" 1.02765179604509 8.67867785979734
"153338" -3.44643520988735 -0.788729938359499
"25857" -10.2543131762151 -5.1111420550651
"101187" 6.47715714570536 -2.13302070478384
"59278" -6.27117891463963 3.07323109845448
"177351" -4.3767584889031 -8.42467170616669
"184767" 6.93270834501495 10.4919899451961
"36589" -6.63267722899963 7.99689643738825
"61062" -8.27823787947149 3.35409634055818
"34977" -7.76249047185138 -7.61509177223549
"122466" 0.0801854230170416 -4.13150055783021
"44706" -2.93986715255345 -2.52634801403555
"129767" 16.9213508677183 10.2692641970004
"35842" 1.84259751728303 7.52399852933203
"67170" -6.28072605710299 3.0117735187118
"75114" 1.1203403245836 -1.30489046658507
"101744" -14.7756437499006 -6.30675892495638
"1656" 2.9959794269046 -1.80950863822788
"12894" -13.729953775169 1.3859217037835
"657" 0.223503770639128 -7.70106604895521
"81051" 8.38053431358592 -0.879476429380184
"121007" 2.6244463316844 -4.10457934856195
"170704" 2.33655528698741 10.8052602125122
"92184" -10.7253552101535 6.21482215339377
"180206" -0.178736274073816 -0.94281220648933
"99340" -2.6623151729974 -7.17638315061159
"94946" -7.34035755222936 0.831415851414399
"45140" -8.43474693794227 -1.47803380170461
"109166" -17.2518897830983 3.79627346135334
"135999" 15.5386890777363 9.01167001636895
"100401" 14.69992693022 6.94614441508575
"82352" -13.7539567557896 -0.6720891761912
"163015" -0.319540786023902 -1.93783543038894
"25854" 16.0634566785314 7.51951567031373
"66569" -4.08606837501034 3.78351135589399
"132302" -10.8643492765053 6.02593464646936
"30491" -2.61964514546986 1.63185600848087
"4160" 0.857282534836078 8.59964536895122
"79598" -8.4746322699197 10.7767070459761
"65509" -1.85980312183685 -2.56818456782689
"120203" -0.958047278224854 -6.49219131664617
"75038" -11.6834019042828 -3.05337393569422
"35728" -12.1175879274581 -1.04753621612034
"142237" 3.21395234437418 -2.98693551701994
"161564" 12.0601780937788 1.8509206251971
"177851" -0.298580434690956 -8.66203097310957
"95712" 5.76258043923935 -1.65584362212803
"170247" 2.77993974414586 13.4621047904186
"106032" -3.23210348387247 -7.13828593007273
"115739" 16.8875284333768 10.2925162166976
"144232" 5.40335568805736 -2.75905723895963
"104168" -1.29939925487102 7.50624173483306
"44644" -3.38120266230372 -6.97245316776856
"147199" -3.57980490417921 9.02059573093822
"89116" -10.9269985055481 8.43354418581963
"181486" -11.3799359919324 -10.6981815099798
"35324" 19.3944667645563 8.25214045434142
"70049" 0.567095678734564 -5.02235303026161
"82780" 4.27058951403366 -0.421445070699691
"162653" -3.89516738312398 -3.50640023446452
"49543" 14.2284735947621 5.1481305943541
"63195" -16.7574767228051 3.20799702637347
"192375" -3.91020993486607 8.84668423709189
"48415" 7.64618214728982 1.03668650683403
"43654" 7.31371401376897 7.70559648073427
"184937" -10.4876610647909 -8.78908572231673
"65855" 9.41947207428739 4.80237906421424
"126785" -8.99470870760397 1.10747019684212
"152432" -5.77237631880316 -1.18325568778393
"66308" 13.7192119481033 13.0415479443788
"182430" -2.00104086185915 -10.2307764266059
"140407" -0.410455832449784 1.12545887155478
"57187" -0.244734098179134 -3.00896034046338
"97586" 9.39389978307513 3.60455775630617
"126452" 2.15654870291073 12.3058022804539
"80928" -13.5704756365837 -0.474369971979763
"62640" 10.7801509086388 -3.01527357751514
"180098" -9.7695008574556 -0.759097942349302
"11443" -5.61179480428595 7.75976451607137
"54219" -0.881746827571634 4.63045599855024
"130889" 8.74665081430956 -1.77384808104283
"135063" 13.6927222536976 7.82500407178432
"84465" 1.11205966112816 -3.83802367197754
"5531" -12.8189046388017 9.47377186879099
"31692" -0.430016051153696 -0.381100474416363
"21824" 0.821290633951504 -1.28913208630742
"75894" 10.0102078950662 8.55350136118058
"27140" 19.2681576935613 6.88229915577041
"36943" 0.894575246280888 2.89977341300391
"128683" 2.03129158418029 -3.45616178482457
"146730" -1.39654791063046 -6.49502352056004
"34511" 2.66988036220128 -4.91607434038604
"28471" 13.7012861649097 5.14996791394692
"15979" -5.92678133866351 4.05206366931566
"8696" -6.86009928639097 -0.221953578470318
"184057" 19.5779827526973 8.3057067010808
"29776" 14.6246532582328 0.898246120000408
"188652" 0.802004304019207 10.0399786044183
"127757" 4.35880906256924 3.3176585894118
"3257" -12.2228487568019 -0.772132255386031
"5940" -9.71720758235395 1.57776863036354
"114819" 4.15130185428323 -6.4253991784957
"97454" -10.0940194016949 -8.63791702387854
"15678" -3.11070368939653 -2.35044971523992
"80434" 5.05950580316505 5.50858129028741
"170531" -2.57307259410797 -3.16158244024204
"117778" 9.28045100997551 5.74888691658203
"11868" 6.92215439730039 2.75040327260017
"13718" 3.33250013213501 7.358346209586
"159201" 0.441884413127956 -3.11295575957209
"102501" 7.91755534320368 -0.737202918348457
"28417" 1.83247057168121 -3.79845893149474
"136704" -6.0299247682303 6.8478407530863
"163083" -9.28698102516714 0.0565806225434
"100161" 3.86977679576395 1.31799566032007
"71216" -8.15236353147333 -3.09101766638254
"79758" 10.7870914033592 4.98421907350511
"68515" -4.99259969230869 11.9643628791351
"132879" -5.92766072605996 -7.38216166241069
"150869" -14.0210823854584 1.71562976570343
"124659" 6.74791690240031 -3.10022680965297
"192369" -12.6913159216684 2.84684104868544
"62730" -3.34059265995667 -4.50510974213881
"44588" -2.7336708169462 9.95171740733372
"63448" -3.31935738963015 -3.82621703855606
"79471" 8.46845400533377 13.6345828152885
"127070" -3.59138413464714 -4.54246724881587
"155306" -10.1735373501974 -9.47208494976849
"4713" -3.77375149849502 5.60266382320979
"155770" -3.61181609251459 -5.57628551906693
"87705" 9.56896814541238 -4.42618538100111
"67408" -7.87466067421768 -4.55350914702666
"22738" -2.8004381689096 -7.96004309342025
"178654" 11.0728445330324 10.5923849713723
"76393" -4.2542432389867 7.03024632357131
"107244" 11.4027698863164 8.07837075589101
"78241" -4.07711889133523 -5.98953330389212
"3801" -1.67403794409987 -9.97517766899351
"34614" 12.107486885437 6.43791275641552
"177934" 2.10638704094288 -5.84116913823903
"11892" 1.17713847632143 -0.0303951839686425
"52657" -0.010904322029062 -2.0921823118795
"193" 13.8518859746354 4.17826311193182
"113658" -0.452407780340752 -4.04428113880136
"162633" 4.13893985743513 -4.42888661068619
"51770" -11.0774847991493 -0.919721386675145
"159299" -2.61877296842227 -3.24482507287758
"187011" -4.46399943389926 -3.59372972301799
"79466" -1.81173706019212 -4.43275672066132
"128618" -0.00452235499595477 0.145718111684473
"155457" -5.45620454401491 0.978063567148393
"159800" -10.5853331906927 -6.63011404589682
"60982" 5.93580685846139 1.28638095605701
"122857" -13.9693623079013 -3.52687495643869
"190952" -7.19408970343679 0.465273472230525
"49855" -4.78948599611938 1.3326660788421
"57753" 5.90260568471177 -5.01053865403615
"97575" 1.61294567572577 -2.99134867623847
"128525" 14.6097940306853 0.549602155497414
"32484" 9.24313829841898 7.13164083902535
"149101" -9.07212152275609 -5.14181303394801
"166146" 3.00885290310366 -4.95393277757369
"87156" 11.1982020870932 12.8108555166091
"40992" 16.1513789572904 6.40181856529519
"167699" 1.59441249584515 -5.77304639705265
"116068" -13.8087994143837 -7.51083763515497
"189418" -5.24772740062912 -8.19604957888134
"23862" -9.83066964314991 -9.3680580435307
"193590" 10.748200905632 -2.11511491486478
"41154" -6.04404070584016 -1.12982753147054
"39101" 13.3797584850056 6.93612379057599
"31831" -0.103611429433793 -2.31193858581136
"106961" 13.0262346839555 0.669018498258574
"176890" -6.09177335314849 3.86835878423013
"114479" -9.52501824006221 6.63671944281758
"101170" 2.35008844955725 -1.6308743093355
"14972" -7.83735967140437 0.905060998567075
"89510" 8.52448657453201 9.98344010229275
"98048" -11.6475228659964 5.84696790410441
"51740" -14.9700486346488 -5.44540732786862
"59245" 7.47352039369697 13.0407067314999
"126960" 9.12929814507729 0.654983963297563
"68881" -4.81268879784453 8.72183185062864
"99168" 3.89669899667808 11.3820965409371
"36325" -6.82279832626681 -4.76295079950863
"91468" 3.92003041188665 -2.25222935292181
"166709" 4.29756915228271 12.156934763656
"65297" -0.229053130679407 -4.18567458620045
"108400" -3.63633808527337 10.4980870865801
"129985" -7.68229652472319 2.58211778730886
"45549" 17.7083676938652 9.9769834786534
"10583" -14.1789209887304 5.88172961674959
"66518" -3.03938254643236 0.760437767588305
"93990" -16.2148484708138 5.49314975676747
"92900" 1.1760226585033 -4.4317210531003
"154937" -0.227072223269503 -4.85580378778042
"178036" 14.7382188677434 7.24805825610587
"22900" 6.78507019191949 3.63534028512728
"108251" -1.17928934159434 -5.22165410107542
"14622" -11.2225075535442 -7.71731078653393
"126993" 14.6926211798292 -1.79672884989583
"143559" -2.00838696096777 -2.4465984529493
"138769" -4.01959448521479 3.11803014318851
"16421" 4.47537449761298 -4.15958018676652
"71433" -10.4234553725442 4.13497359318807
"123482" 1.68442157610925 -7.20071805517636
"20211" 11.5037186570221 4.61902342941798
"111269" 5.11809220524352 -2.37636824261742
"2444" 20.7884553351541 3.67299955752009
"83599" 9.21145798213649 6.27843479204841
"49943" -10.2957701257278 -2.13942019489174
"66170" 6.23713291640479 5.47880735612897
"75364" 1.07784638737935 -6.70750806989894
"28933" 11.7886806584216 0.918376962870991
"127740" 4.38915069282185 10.1449393982322
"48199" 0.977389474836514 -2.04618040851625
"31955" 6.81600686014601 -2.95618858806474
"166227" 0.151448923628566 -5.38711146776401
"135653" -2.9647298623738 -2.51963075381728
"34444" 0.817738030894778 -0.166376448347739
"9281" 11.0823606887047 3.75270086426014
"145611" 0.0318402891250937 -5.97699941308553
"29448" -10.4410658410469 -3.78516460292269
"142249" 8.46840025322423 -1.62404650803796
"140259" 10.6063006984311 7.85971010231443
"172248" -1.90414960229991 -5.85095664460844
"20999" -10.6499413969097 6.05171336247697
"80460" -7.66435702837242 -4.94517453993748
"132066" -11.3039108061072 2.21791000187031
"191434" -5.12852468376712 -0.838651369006832
"58717" 1.47490374441883 -6.06562799151426
"120894" 18.9579576229481 4.7001846805772
"34347" -1.7104970527683 -0.261415968058868
"152858" -13.352011073249 1.80101864048628
"156111" -4.21340450082947 -3.67767390231973
"166768" 4.85992619872431 -3.40135782267413
"163891" 3.02503523794008 -3.15172179756015
"169859" -7.70827497535401 3.25640750441858
"69944" 12.6653037935018 7.26235821740446
"56642" -1.44038113751604 9.30267954083142
"77232" -6.3936858949277 -4.82340508254704
"143396" 5.90658277087139 -4.7146224815306
"185970" -3.34523736367902 1.06642840579907
"35946" -17.5018084211173 3.86942807616422
"148208" 9.87247516936806 8.73172844186691
"16674" 2.71172475679837 -3.63784982319168
"50327" 0.362789543458943 8.52312149531464
"156459" 3.59312671979707 -5.18872927971522
"18702" 13.311261599686 6.55339715610365
"10228" -4.2905072230949 -5.80923604690677
"83360" 12.6234768714645 5.3961293838965
"99466" 5.20219473024832 11.0084013615844
"84252" 2.09537521602091 7.50336807526603
"190763" -10.6217535646702 -8.10480939060228
"96702" -1.73149139030307 0.351168187036547
"157305" 0.250897810512656 2.15332907715846
"133479" 7.78660933656813 -1.35523935289594
"120753" -10.7338562840398 -5.90730935174087
"173495" -7.91138774852542 -4.61776541632789
"25623" 8.43847480515222 -3.45861543543757
"39610" 8.20340800701801 0.714023780053505
"111358" 9.86558832036585 7.42377293426419
"121828" -5.10317375581772 12.0873302341224
"102513" 1.48696391405885 0.484151068588824
"94605" 2.32291367138569 -0.75487850876948
"42972" -1.09269517795914 -7.40247833483659
"41513" -2.846356822734 8.01472993756608
"86691" 12.3504199900604 12.915262541405
"17843" -13.2303168761106 -1.85701124692257
"142074" 2.76251283662797 -6.15949769315464
"48203" 15.0854819194149 11.7360240782271
"7473" -1.12775597062896 0.374745797335814
"103669" 3.94592694214193 -2.27080998151477
"48330" 9.87454089759785 8.65381018688896
"21481" 3.37813054578387 -0.799507079342965
"38599" -13.3309981923266 5.52587133435236
"30535" -2.7087872486289 6.72118880827264
"91278" 2.8795558839633 -3.96344224587967
"170106" 0.751196597541376 -0.0197313197667533
"110532" 3.55544003622336 7.26913461213463
"128899" -0.676852566993519 -5.31416996714769
"110598" -8.92337158245159 3.47155378670082
"153097" 12.3373335986601 3.37362434571539
"97147" -16.1970484258949 -1.64448854806349
"62076" -5.29098889490846 0.598724955274311
"120304" -2.70563728452526 -0.640914611137526
"89280" 8.0687919782258 -2.04322095173019
"188022" 8.60644284155424 2.07561083735354
"5042" 3.03697847899457 -2.5830504802547
"81911" -14.3163531720627 -4.15606741909941
"111715" -1.63149007764444 -4.83166491891865
"129788" 6.02387215341045 -2.89331932933394
"10010" -13.3444397106749 3.78976881147395
"133755" -9.63467865614182 -6.7923604309658
"120273" 1.63059020263169 -4.72987237351566
"99508" -9.57682382078536 8.68774803822832
"117546" -2.21494351405018 -5.2491504902603
"162680" 0.908083113721856 0.721073932550354
"121635" -1.44561587954432 -4.81374961697466
"173063" 5.03136690727998 -6.31125326917403
"183656" -4.59303566660584 -6.11522264330526
"174611" 7.660052853722 5.85526031865016
"69713" -2.01087190331777 1.25640939781072
